"";"Survived";"Pclass";"Sex";"Age";"SibSp";"Parch";"Fare";"Embarked";"Title";"Side";"Deck";"CabinNumbers"
"594";"no";"3";"female";22;0;2;7,75;"Queenstown";"Ms";NA;NA;NA
"595";"no";"2";"male";37;1;0;26;"Southampton";"Mr";NA;NA;NA
"596";"no";"3";"male";36;1;1;24,15;"Southampton";"Mr";NA;NA;NA
"597";"yes";"2";"female";22;0;0;33;"Southampton";"Ms";NA;NA;NA
"598";"no";"3";"male";49;0;0;0;"Southampton";"Mr";NA;NA;NA
"599";"no";"3";"male";30;0;0;7,225;"Cherbourg";"Mr";NA;NA;NA
"600";"yes";"1";"male";49;1;0;56,9292;"Cherbourg";"Mr";"Backbord";"A";"20"
"601";"yes";"2";"female";24;2;1;27;"Southampton";"Mrs";NA;NA;NA
"602";"no";"3";"male";30;0;0;7,8958;"Southampton";"Mr";NA;NA;NA
"603";"no";"1";"male";30;0;0;42,4;"Southampton";"Mr";NA;NA;NA
"604";"no";"3";"male";44;0;0;8,05;"Southampton";"Mr";NA;NA;NA
"605";"yes";"1";"male";35;0;0;26,55;"Cherbourg";"Mr";NA;NA;NA
"606";"no";"3";"male";36;1;0;15,55;"Southampton";"Mr";NA;NA;NA
"607";"no";"3";"male";30;0;0;7,8958;"Southampton";"Mr";NA;NA;NA
"608";"yes";"1";"male";27;0;0;30,5;"Southampton";"Mr";NA;NA;NA
"609";"yes";"2";"female";22;1;2;41,5792;"Cherbourg";"Mrs";NA;NA;NA
"610";"yes";"1";"female";40;0;0;153,4625;"Southampton";"Ms";"Steuerbord";"C";"125"
"611";"no";"3";"female";39;1;5;31,275;"Southampton";"Mrs";NA;NA;NA
"612";"no";"3";"male";30;0;0;7,05;"Southampton";"Mr";NA;NA;NA
"613";"yes";"3";"female";22;1;0;15,5;"Queenstown";"Ms";NA;NA;NA
"614";"no";"3";"male";30;0;0;7,75;"Queenstown";"Mr";NA;NA;NA
"615";"no";"3";"male";35;0;0;8,05;"Southampton";"Mr";NA;NA;NA
"616";"yes";"2";"female";24;1;2;65;"Southampton";"Ms";NA;NA;NA
"617";"no";"3";"male";34;1;1;14,4;"Southampton";"Mr";NA;NA;NA
"618";"no";"3";"female";26;1;0;16,1;"Southampton";"Mrs";NA;NA;NA
"619";"yes";"2";"female";4;2;1;39;"Southampton";"Ms";"Backbord";"F";"4"
"620";"no";"2";"male";26;0;0;10,5;"Southampton";"Mr";NA;NA;NA
"621";"no";"3";"male";27;1;0;14,4542;"Cherbourg";"Mr";NA;NA;NA
"622";"yes";"1";"male";42;1;0;52,5542;"Southampton";"Mr";"Steuerbord";"D";"19"
"623";"yes";"3";"male";20;1;1;15,7417;"Cherbourg";"Mr";NA;NA;NA
"624";"no";"3";"male";21;0;0;7,8542;"Southampton";"Mr";NA;NA;NA
"625";"no";"3";"male";21;0;0;16,1;"Southampton";"Mr";NA;NA;NA
"626";"no";"1";"male";61;0;0;32,3208;"Southampton";"Mr";"Backbord";"D";"50"
"627";"no";"2";"male";57;0;0;12,35;"Queenstown";"Mr";NA;NA;NA
"628";"yes";"1";"female";21;0;0;77,9583;"Southampton";"Ms";"Steuerbord";"D";"9"
"629";"no";"3";"male";26;0;0;7,8958;"Southampton";"Mr";NA;NA;NA
"630";"no";"3";"male";30;0;0;7,7333;"Queenstown";"Mr";NA;NA;NA
"631";"yes";"1";"male";80;0;0;30;"Southampton";"Mr";"Steuerbord";"A";"23"
"632";"no";"3";"male";51;0;0;7,0542;"Southampton";"Mr";NA;NA;NA
"633";"yes";"1";"male";32;0;0;30,5;"Cherbourg";"Mr";"Backbord";"B";"50"
"634";"no";"1";"male";30;0;0;0;"Southampton";"Mr";NA;NA;NA
"635";"no";"3";"female";9;3;2;27,9;"Southampton";"Ms";NA;NA;NA
"636";"yes";"2";"female";28;0;0;13;"Southampton";"Ms";NA;NA;NA
"637";"no";"3";"male";32;0;0;7,925;"Southampton";"Mr";NA;NA;NA
"638";"no";"2";"male";31;1;1;26,25;"Southampton";"Mr";NA;NA;NA
"639";"no";"3";"female";41;0;5;39,6875;"Southampton";"Mrs";NA;NA;NA
"640";"no";"3";"male";30;1;0;16,1;"Southampton";"Mr";NA;NA;NA
"641";"no";"3";"male";20;0;0;7,8542;"Southampton";"Mr";NA;NA;NA
"642";"yes";"1";"female";24;0;0;69,3;"Cherbourg";"Ms";"Steuerbord";"B";"35"
"643";"no";"3";"female";2;3;2;27,9;"Southampton";"Ms";NA;NA;NA
"644";"yes";"3";"male";30;0;0;56,4958;"Southampton";"Mr";NA;NA;NA
"645";"yes";"3";"female";0,75;2;1;19,2583;"Cherbourg";"Ms";NA;NA;NA
"646";"yes";"1";"male";48;1;0;76,7292;"Cherbourg";"Mr";"Steuerbord";"D";"33"
"647";"no";"3";"male";19;0;0;7,8958;"Southampton";"Mr";NA;NA;NA
"648";"yes";"1";"male";56;0;0;35,5;"Cherbourg";"Mr";"Backbord";"A";"26"
"649";"no";"3";"male";30;0;0;7,55;"Southampton";"Mr";NA;NA;NA
"650";"yes";"3";"female";23;0;0;7,55;"Southampton";"Ms";NA;NA;NA
"651";"no";"3";"male";30;0;0;7,8958;"Southampton";"Mr";NA;NA;NA
"652";"yes";"2";"female";18;0;1;23;"Southampton";"Ms";NA;NA;NA
"653";"no";"3";"male";21;0;0;8,4333;"Southampton";"Mr";NA;NA;NA
"654";"yes";"3";"female";22;0;0;7,8292;"Queenstown";"Ms";NA;NA;NA
"655";"no";"3";"female";18;0;0;6,75;"Queenstown";"Ms";NA;NA;NA
"656";"no";"2";"male";24;2;0;73,5;"Southampton";"Mr";NA;NA;NA
"657";"no";"3";"male";30;0;0;7,8958;"Southampton";"Mr";NA;NA;NA
"658";"no";"3";"female";32;1;1;15,5;"Queenstown";"Mrs";NA;NA;NA
"659";"no";"2";"male";23;0;0;13;"Southampton";"Mr";NA;NA;NA
"660";"no";"1";"male";58;0;2;113,275;"Cherbourg";"Mr";"Backbord";"D";"48"
"661";"yes";"1";"male";50;2;0;133,65;"Southampton";"Mr";NA;NA;NA
"662";"no";"3";"male";40;0;0;7,225;"Cherbourg";"Mr";NA;NA;NA
"663";"no";"1";"male";47;0;0;25,5875;"Southampton";"Mr";"Backbord";"E";"58"
"664";"no";"3";"male";36;0;0;7,4958;"Southampton";"Mr";NA;NA;NA
"665";"yes";"3";"male";20;1;0;7,925;"Southampton";"Mr";NA;NA;NA
"666";"no";"2";"male";32;2;0;73,5;"Southampton";"Mr";NA;NA;NA
"667";"no";"2";"male";25;0;0;13;"Southampton";"Mr";NA;NA;NA
"668";"no";"3";"male";30;0;0;7,775;"Southampton";"Mr";NA;NA;NA
"669";"no";"3";"male";43;0;0;8,05;"Southampton";"Mr";NA;NA;NA
"670";"yes";"1";"female";35;1;0;52;"Southampton";"Mrs";"Backbord";"C";"126"
"671";"yes";"2";"female";40;1;1;39;"Southampton";"Mrs";NA;NA;NA
"672";"no";"1";"male";31;1;0;52;"Southampton";"Mr";"Steuerbord";"B";"71"
"673";"no";"2";"male";70;0;0;10,5;"Southampton";"Mr";NA;NA;NA
"674";"yes";"2";"male";31;0;0;13;"Southampton";"Mr";NA;NA;NA
"675";"no";"2";"male";30;0;0;0;"Southampton";"Mr";NA;NA;NA
"676";"no";"3";"male";18;0;0;7,775;"Southampton";"Mr";NA;NA;NA
"677";"no";"3";"male";24,5;0;0;8,05;"Southampton";"Mr";NA;NA;NA
"678";"yes";"3";"female";18;0;0;9,8417;"Southampton";"Ms";NA;NA;NA
"679";"no";"3";"female";43;1;6;46,9;"Southampton";"Mrs";NA;NA;NA
"680";"yes";"1";"male";36;0;1;512,3292;"Cherbourg";"Mr";"Steuerbord";"B";"51, 53, 55"
"681";"no";"3";"female";22;0;0;8,1375;"Queenstown";"Ms";NA;NA;NA
"682";"yes";"1";"male";27;0;0;76,7292;"Cherbourg";"Mr";"Steuerbord";"D";"49"
"683";"no";"3";"male";20;0;0;9,225;"Southampton";"Mr";NA;NA;NA
"684";"no";"3";"male";14;5;2;46,9;"Southampton";"Mr";NA;NA;NA
"685";"no";"2";"male";60;1;1;39;"Southampton";"Mr";NA;NA;NA
"686";"no";"2";"male";25;1;2;41,5792;"Cherbourg";"Mr";NA;NA;NA
"687";"no";"3";"male";14;4;1;39,6875;"Southampton";"Mr";NA;NA;NA
"688";"no";"3";"male";19;0;0;10,1708;"Southampton";"Mr";NA;NA;NA
"689";"no";"3";"male";18;0;0;7,7958;"Southampton";"Mr";NA;NA;NA
"690";"yes";"1";"female";15;0;1;211,3375;"Southampton";"Ms";"Steuerbord";"B";"5"
"691";"yes";"1";"male";31;1;0;57;"Southampton";"Mr";"Backbord";"B";"20"
"692";"yes";"3";"female";4;0;1;13,4167;"Cherbourg";"Ms";NA;NA;NA
"693";"yes";"3";"male";30;0;0;56,4958;"Southampton";"Mr";NA;NA;NA
"694";"no";"3";"male";25;0;0;7,225;"Cherbourg";"Mr";NA;NA;NA
"695";"no";"1";"male";60;0;0;26,55;"Southampton";"Mr";NA;NA;NA
"696";"no";"2";"male";52;0;0;13,5;"Southampton";"Mr";NA;NA;NA
"697";"no";"3";"male";44;0;0;8,05;"Southampton";"Mr";NA;NA;NA
"698";"yes";"3";"female";22;0;0;7,7333;"Queenstown";"Ms";NA;NA;NA
"699";"no";"1";"male";49;1;1;110,8833;"Cherbourg";"Mr";"Backbord";"C";"68"
"700";"no";"3";"male";42;0;0;7,65;"Southampton";"Mr";"Steuerbord";"G";"63"
"701";"yes";"1";"female";18;1;0;227,525;"Cherbourg";"Mrs";"Backbord";"C";"62, 64"
"702";"yes";"1";"male";35;0;0;26,2875;"Southampton";"Mr";"Backbord";"E";"24"
"703";"no";"3";"female";18;0;1;14,4542;"Cherbourg";"Ms";NA;NA;NA
"704";"no";"3";"male";25;0;0;7,7417;"Queenstown";"Mr";NA;NA;NA
"705";"no";"3";"male";26;1;0;7,8542;"Southampton";"Mr";NA;NA;NA
"706";"no";"2";"male";39;0;0;26;"Southampton";"Mr";NA;NA;NA
"707";"yes";"2";"female";45;0;0;13,5;"Southampton";"Mrs";NA;NA;NA
"708";"yes";"1";"male";42;0;0;26,2875;"Southampton";"Mr";"Backbord";"E";"24"
"709";"yes";"1";"female";22;0;0;151,55;"Southampton";"Ms";NA;NA;NA
"710";"yes";"3";"male";3,5;1;1;15,2458;"Cherbourg";"Master";NA;NA;NA
"711";"yes";"1";"female";24;0;0;49,5042;"Cherbourg";"Ms";"Backbord";"C";"90"
"712";"no";"1";"male";30;0;0;26,55;"Southampton";"Mr";"Backbord";"C";"124"
"713";"yes";"1";"male";48;1;0;52;"Southampton";"Mr";"Backbord";"C";"126"
"714";"no";"3";"male";29;0;0;9,4833;"Southampton";"Mr";NA;NA;NA
"715";"no";"2";"male";52;0;0;13;"Southampton";"Mr";NA;NA;NA
"716";"no";"3";"male";19;0;0;7,65;"Southampton";"Mr";"Steuerbord";"G";"73"
"717";"yes";"1";"female";38;0;0;227,525;"Cherbourg";"Ms";"Steuerbord";"C";"45"
"718";"yes";"2";"female";27;0;0;10,5;"Southampton";"Ms";"Steuerbord";"E";"101"
"719";"no";"3";"male";30;0;0;15,5;"Queenstown";"Mr";NA;NA;NA
"720";"no";"3";"male";33;0;0;7,775;"Southampton";"Mr";NA;NA;NA
"721";"yes";"2";"female";6;0;1;33;"Southampton";"Ms";NA;NA;NA
"722";"no";"3";"male";17;1;0;7,0542;"Southampton";"Mr";NA;NA;NA
"723";"no";"2";"male";34;0;0;13;"Southampton";"Mr";NA;NA;NA
"724";"no";"2";"male";50;0;0;13;"Southampton";"Mr";NA;NA;NA
"725";"yes";"1";"male";27;1;0;53,1;"Southampton";"Mr";"Backbord";"E";"8"
"726";"no";"3";"male";20;0;0;8,6625;"Southampton";"Mr";NA;NA;NA
"727";"yes";"2";"female";30;3;0;21;"Southampton";"Mrs";NA;NA;NA
"728";"yes";"3";"female";22;0;0;7,7375;"Queenstown";"Ms";NA;NA;NA
"729";"no";"2";"male";25;1;0;26;"Southampton";"Mr";NA;NA;NA
"730";"no";"3";"female";25;1;0;7,925;"Southampton";"Ms";NA;NA;NA
"731";"yes";"1";"female";29;0;0;211,3375;"Southampton";"Ms";"Steuerbord";"B";"5"
"732";"no";"3";"male";11;0;0;18,7875;"Cherbourg";"Mr";NA;NA;NA
"733";"no";"2";"male";30;0;0;0;"Southampton";"Mr";NA;NA;NA
"734";"no";"2";"male";23;0;0;13;"Southampton";"Mr";NA;NA;NA
"735";"no";"2";"male";23;0;0;13;"Southampton";"Mr";NA;NA;NA
"736";"no";"3";"male";28,5;0;0;16,1;"Southampton";"Mr";NA;NA;NA
"737";"no";"3";"female";48;1;3;34,375;"Southampton";"Mrs";NA;NA;NA
"738";"yes";"1";"male";35;0;0;512,3292;"Cherbourg";"Mr";"Steuerbord";"B";"101"
"739";"no";"3";"male";30;0;0;7,8958;"Southampton";"Mr";NA;NA;NA
"740";"no";"3";"male";30;0;0;7,8958;"Southampton";"Mr";NA;NA;NA
"741";"yes";"1";"male";30;0;0;30;"Southampton";"Mr";"Steuerbord";"D";"45"
"742";"no";"1";"male";36;1;0;78,85;"Southampton";"Mr";"Backbord";"C";"46"
"743";"yes";"1";"female";21;2;2;262,375;"Cherbourg";"Ms";"Steuerbord, Backbord";"B";"57, 59, 63, 66"
"744";"no";"3";"male";24;1;0;16,1;"Southampton";"Mr";NA;NA;NA
"745";"yes";"3";"male";31;0;0;7,925;"Southampton";"Mr";NA;NA;NA
"746";"no";"1";"male";70;1;1;71;"Southampton";"Mr";"Backbord";"B";"22"
"747";"no";"3";"male";16;1;1;20,25;"Southampton";"Mr";NA;NA;NA
"748";"yes";"2";"female";30;0;0;13;"Southampton";"Ms";NA;NA;NA
"749";"no";"1";"male";19;1;0;53,1;"Southampton";"Mr";"Backbord";"D";"30"
"750";"no";"3";"male";31;0;0;7,75;"Queenstown";"Mr";NA;NA;NA
"751";"yes";"2";"female";4;1;1;23;"Southampton";"Ms";NA;NA;NA
"752";"yes";"3";"male";6;0;1;12,475;"Southampton";"Master";"Steuerbord";"E";"121"
"753";"no";"3";"male";33;0;0;9,5;"Southampton";"Mr";NA;NA;NA
"754";"no";"3";"male";23;0;0;7,8958;"Southampton";"Mr";NA;NA;NA
"755";"yes";"2";"female";48;1;2;65;"Southampton";"Mrs";NA;NA;NA
"756";"yes";"2";"male";0,67;1;1;14,5;"Southampton";"Master";NA;NA;NA
"757";"no";"3";"male";28;0;0;7,7958;"Southampton";"Mr";NA;NA;NA
"758";"no";"2";"male";18;0;0;11,5;"Southampton";"Mr";NA;NA;NA
"759";"no";"3";"male";34;0;0;8,05;"Southampton";"Mr";NA;NA;NA
"760";"yes";"1";"female";33;0;0;86,5;"Southampton";"Ms";"Steuerbord";"B";"77"
"761";"no";"3";"male";30;0;0;14,5;"Southampton";"Mr";NA;NA;NA
"762";"no";"3";"male";41;0;0;7,125;"Southampton";"Mr";NA;NA;NA
"763";"yes";"3";"male";20;0;0;7,2292;"Cherbourg";"Mr";NA;NA;NA
"764";"yes";"1";"female";36;1;2;120;"Southampton";"Mrs";"Backbord";"B";"96, 98"
"765";"no";"3";"male";16;0;0;7,775;"Southampton";"Mr";NA;NA;NA
"766";"yes";"1";"female";51;1;0;77,9583;"Southampton";"Mrs";"Steuerbord";"D";"11"
"767";"no";"1";"male";30;0;0;39,6;"Cherbourg";"Mr";NA;NA;NA
"768";"no";"3";"female";30,5;0;0;7,75;"Queenstown";"Ms";NA;NA;NA
"769";"no";"3";"male";30;1;0;24,15;"Queenstown";"Mr";NA;NA;NA
"770";"no";"3";"male";32;0;0;8,3625;"Southampton";"Mr";NA;NA;NA
"771";"no";"3";"male";24;0;0;9,5;"Southampton";"Mr";NA;NA;NA
"772";"no";"3";"male";48;0;0;7,8542;"Southampton";"Mr";NA;NA;NA
"773";"no";"2";"female";57;0;0;10,5;"Southampton";"Mrs";"Steuerbord";"E";"77"
"774";"no";"3";"male";30;0;0;7,225;"Cherbourg";"Mr";NA;NA;NA
"775";"yes";"2";"female";54;1;3;23;"Southampton";"Mrs";NA;NA;NA
"776";"no";"3";"male";18;0;0;7,75;"Southampton";"Mr";NA;NA;NA
"777";"no";"3";"male";30;0;0;7,75;"Queenstown";"Mr";"Backbord";"F";"38"
"778";"yes";"3";"female";5;0;0;12,475;"Southampton";"Ms";NA;NA;NA
"779";"no";"3";"male";30;0;0;7,7375;"Queenstown";"Mr";NA;NA;NA
"780";"yes";"1";"female";43;0;1;211,3375;"Southampton";"Mrs";"Steuerbord";"B";"3"
"781";"yes";"3";"female";13;0;0;7,2292;"Cherbourg";"Ms";NA;NA;NA
"782";"yes";"1";"female";17;1;0;57;"Southampton";"Mrs";"Backbord";"B";"20"
"783";"no";"1";"male";29;0;0;30;"Southampton";"Mr";"Backbord";"D";"6"
"784";"no";"3";"male";30;1;2;23,45;"Southampton";"Mr";NA;NA;NA
"785";"no";"3";"male";25;0;0;7,05;"Southampton";"Mr";NA;NA;NA
"786";"no";"3";"male";25;0;0;7,25;"Southampton";"Mr";NA;NA;NA
"787";"yes";"3";"female";18;0;0;7,4958;"Southampton";"Ms";NA;NA;NA
"788";"no";"3";"male";8;4;1;29,125;"Queenstown";"Master";NA;NA;NA
"789";"yes";"3";"male";1;1;2;20,575;"Southampton";"Master";NA;NA;NA
"790";"no";"1";"male";46;0;0;79,2;"Cherbourg";"Mr";"Backbord";"B";"82, 84"
"791";"no";"3";"male";30;0;0;7,75;"Queenstown";"Mr";NA;NA;NA
"792";"no";"2";"male";16;0;0;26;"Southampton";"Mr";NA;NA;NA
"793";"no";"3";"female";22;8;2;69,55;"Southampton";"Ms";NA;NA;NA
"794";"no";"1";"male";30;0;0;30,6958;"Cherbourg";"Mr";NA;NA;NA
"795";"no";"3";"male";25;0;0;7,8958;"Southampton";"Mr";NA;NA;NA
"796";"no";"2";"male";39;0;0;13;"Southampton";"Mr";NA;NA;NA
"797";"yes";"1";"female";49;0;0;25,9292;"Southampton";"Mr";"Steuerbord";"D";"17"
"798";"yes";"3";"female";31;0;0;8,6833;"Southampton";"Mrs";NA;NA;NA
"799";"no";"3";"male";30;0;0;7,2292;"Cherbourg";"Mr";NA;NA;NA
"800";"no";"3";"female";30;1;1;24,15;"Southampton";"Mrs";NA;NA;NA
"801";"no";"2";"male";34;0;0;13;"Southampton";"Mr";NA;NA;NA
"802";"yes";"2";"female";31;1;1;26,25;"Southampton";"Mrs";NA;NA;NA
"803";"yes";"1";"male";11;1;2;120;"Southampton";"Master";"Backbord";"B";"96, 98"
"804";"yes";"3";"male";0,42;0;1;8,5167;"Cherbourg";"Master";NA;NA;NA
"805";"yes";"3";"male";27;0;0;6,975;"Southampton";"Mr";NA;NA;NA
"806";"no";"3";"male";31;0;0;7,775;"Southampton";"Mr";NA;NA;NA
"807";"no";"1";"male";39;0;0;0;"Southampton";"Mr";"Backbord";"A";"36"
"808";"no";"3";"female";18;0;0;7,775;"Southampton";"Ms";NA;NA;NA
"809";"no";"2";"male";39;0;0;13;"Southampton";"Mr";NA;NA;NA
"810";"yes";"1";"female";33;1;0;53,1;"Southampton";"Mrs";"Backbord";"E";"8"
"811";"no";"3";"male";26;0;0;7,8875;"Southampton";"Mr";NA;NA;NA
"812";"no";"3";"male";39;0;0;24,15;"Southampton";"Mr";NA;NA;NA
"813";"no";"2";"male";35;0;0;10,5;"Southampton";"Mr";NA;NA;NA
"814";"no";"3";"female";6;4;2;31,275;"Southampton";"Ms";NA;NA;NA
"815";"no";"3";"male";30,5;0;0;8,05;"Southampton";"Mr";NA;NA;NA
"816";"no";"1";"male";30;0;0;0;"Southampton";"Mr";"Backbord";"B";"102"
"817";"no";"3";"female";23;0;0;7,925;"Southampton";"Ms";NA;NA;NA
"818";"no";"2";"male";31;1;1;37,0042;"Cherbourg";"Mr";NA;NA;NA
"819";"no";"3";"male";43;0;0;6,45;"Southampton";"Mr";NA;NA;NA
"820";"no";"3";"male";10;3;2;27,9;"Southampton";"Master";NA;NA;NA
"821";"yes";"1";"female";52;1;1;93,5;"Southampton";"Mrs";"Steuerbord";"B";"69"
"822";"yes";"3";"male";27;0;0;8,6625;"Southampton";"Mr";NA;NA;NA
"823";"no";"1";"male";38;0;0;0;"Southampton";"Mr";NA;NA;NA
"824";"yes";"3";"female";27;0;1;12,475;"Southampton";"Mrs";"Steuerbord";"E";"121"
"825";"no";"3";"male";2;4;1;39,6875;"Southampton";"Master";NA;NA;NA
"826";"no";"3";"male";30;0;0;6,95;"Queenstown";"Mr";NA;NA;NA
"827";"no";"3";"male";30;0;0;56,4958;"Southampton";"Mr";NA;NA;NA
"828";"yes";"2";"male";1;0;2;37,0042;"Cherbourg";"Master";NA;NA;NA
"829";"yes";"3";"male";30;0;0;7,75;"Queenstown";"Mr";NA;NA;NA
"830";"yes";"1";"female";62;0;0;80;NA;"Mrs";"Backbord";"B";"28"
"831";"yes";"3";"female";15;1;0;14,4542;"Cherbourg";"Mrs";NA;NA;NA
"832";"yes";"2";"male";0,83;1;1;18,75;"Southampton";"Master";NA;NA;NA
"833";"no";"3";"male";30;0;0;7,2292;"Cherbourg";"Mr";NA;NA;NA
"834";"no";"3";"male";23;0;0;7,8542;"Southampton";"Mr";NA;NA;NA
"835";"no";"3";"male";18;0;0;8,3;"Southampton";"Mr";NA;NA;NA
"836";"yes";"1";"female";39;1;1;83,1583;"Cherbourg";"Ms";"Steuerbord";"E";"49"
"837";"no";"3";"male";21;0;0;8,6625;"Southampton";"Mr";NA;NA;NA
"838";"no";"3";"male";30;0;0;8,05;"Southampton";"Mr";NA;NA;NA
"839";"yes";"3";"male";32;0;0;56,4958;"Southampton";"Mr";NA;NA;NA
"840";"yes";"1";"male";30;0;0;29,7;"Cherbourg";"Mr";"Steuerbord";"C";"47"
"841";"no";"3";"male";20;0;0;7,925;"Southampton";"Mr";NA;NA;NA
"842";"no";"2";"male";16;0;0;10,5;"Southampton";"Mr";NA;NA;NA
"843";"yes";"1";"female";30;0;0;31;"Cherbourg";"Ms";NA;NA;NA
"844";"no";"3";"male";34,5;0;0;6,4375;"Cherbourg";"Mr";NA;NA;NA
"845";"no";"3";"male";17;0;0;8,6625;"Southampton";"Mr";NA;NA;NA
"846";"no";"3";"male";42;0;0;7,55;"Southampton";"Mr";NA;NA;NA
"847";"no";"3";"male";30;8;2;69,55;"Southampton";"Mr";NA;NA;NA
"848";"no";"3";"male";35;0;0;7,8958;"Cherbourg";"Mr";NA;NA;NA
"849";"no";"2";"male";28;0;1;33;"Southampton";"Mr";NA;NA;NA
"850";"yes";"1";"female";35;1;0;89,1042;"Cherbourg";"Mrs";"Backbord";"C";"92"
"851";"no";"3";"male";4;4;2;31,275;"Southampton";"Master";NA;NA;NA
"852";"no";"3";"male";74;0;0;7,775;"Southampton";"Mr";NA;NA;NA
"853";"no";"3";"female";9;1;1;15,2458;"Cherbourg";"Ms";NA;NA;NA
"854";"yes";"1";"female";16;0;1;39,4;"Southampton";"Ms";"Backbord";"D";"28"
"855";"no";"2";"female";44;1;0;26;"Southampton";"Mrs";NA;NA;NA
"856";"yes";"3";"female";18;0;1;9,35;"Southampton";"Mrs";NA;NA;NA
"857";"yes";"1";"female";45;1;1;164,8667;"Southampton";"Mrs";NA;NA;NA
"858";"yes";"1";"male";51;0;0;26,55;"Southampton";"Mr";"Steuerbord";"E";"17"
"859";"yes";"3";"female";24;0;3;19,2583;"Cherbourg";"Mrs";NA;NA;NA
"860";"no";"3";"male";30;0;0;7,2292;"Cherbourg";"Mr";NA;NA;NA
"861";"no";"3";"male";41;2;0;14,1083;"Southampton";"Mr";NA;NA;NA
"862";"no";"2";"male";21;1;0;11,5;"Southampton";"Mr";NA;NA;NA
"863";"yes";"1";"female";48;0;0;25,9292;"Southampton";"Mrs";"Steuerbord";"D";"17"
"864";"no";"3";"female";22;8;2;69,55;"Southampton";"Ms";NA;NA;NA
"865";"no";"2";"male";24;0;0;13;"Southampton";"Mr";NA;NA;NA
"866";"yes";"2";"female";42;0;0;13;"Southampton";"Mrs";NA;NA;NA
"867";"yes";"2";"female";27;1;0;13,8583;"Cherbourg";"Ms";NA;NA;NA
"868";"no";"1";"male";31;0;0;50,4958;"Southampton";"Mr";"Backbord";"A";"24"
"869";"no";"3";"male";30;0;0;9,5;"Southampton";"Mr";NA;NA;NA
"870";"yes";"3";"male";4;1;1;11,1333;"Southampton";"Master";NA;NA;NA
"871";"no";"3";"male";26;0;0;7,8958;"Southampton";"Mr";NA;NA;NA
"872";"yes";"1";"female";47;1;1;52,5542;"Southampton";"Mrs";"Steuerbord";"D";"35"
"873";"no";"1";"male";33;0;0;5;"Southampton";"Mr";"Steuerbord";"B";"51, 53, 55"
"874";"no";"3";"male";47;0;0;9;"Southampton";"Mr";NA;NA;NA
"875";"yes";"2";"female";28;1;0;24;"Cherbourg";"Mrs";NA;NA;NA
"876";"yes";"3";"female";15;0;0;7,225;"Cherbourg";"Ms";NA;NA;NA
"877";"no";"3";"male";20;0;0;9,8458;"Southampton";"Mr";NA;NA;NA
"878";"no";"3";"male";19;0;0;7,8958;"Southampton";"Mr";NA;NA;NA
"879";"no";"3";"male";30;0;0;7,8958;"Southampton";"Mr";NA;NA;NA
"880";"yes";"1";"female";56;0;1;83,1583;"Cherbourg";"Mrs";"Backbord";"C";"50"
"881";"yes";"2";"female";25;0;1;26;"Southampton";"Mrs";NA;NA;NA
"882";"no";"3";"male";33;0;0;7,8958;"Southampton";"Mr";NA;NA;NA
"883";"no";"3";"female";22;0;0;10,5167;"Southampton";"Ms";NA;NA;NA
"884";"no";"2";"male";28;0;0;10,5;"Southampton";"Mr";NA;NA;NA
"885";"no";"3";"male";25;0;0;7,05;"Southampton";"Mr";NA;NA;NA
"886";"no";"3";"female";39;0;5;29,125;"Queenstown";"Mrs";NA;NA;NA
"887";"no";"2";"male";27;0;0;13;"Southampton";"Mr";NA;NA;NA
"888";"yes";"1";"female";19;0;0;30;"Southampton";"Ms";"Backbord";"B";"42"
"889";"no";"3";"female";22;1;2;23,45;"Southampton";"Ms";NA;NA;NA
"890";"yes";"1";"male";26;0;0;30;"Cherbourg";"Mr";"Backbord";"C";"148"
"891";"no";"3";"male";32;0;0;7,75;"Queenstown";"Mr";NA;NA;NA
